,text,Emotion
8578,i am sure at times she probably feels defeated but every day she comes back with strength and love for the children,love
8579,i i feel very joyful,fun
8580,i am thankful for being here at this very moment and feeling the cold air in the morning on my cheeks and the sun on my back in the afternoon to curl up at night on our dear comfy bed under our down warm and snugly sweet moments happy thanksgiving,happiness
8581,i feel stupid already,neutral
8582,im looking good and feeling good other than this crappy cold im dealing with,neutral
8583,i want to learn the game well enough to play without feeling intimidated,neutral
8584,i wasn t over the moon with that performance four weeks ago i am feeling far more confident with my fitness and level of preparadness heading into the event next week in tempe,neutral
8585,i feel disappointed at the fact that you never say words i long to hear,neutral
8586,i dont know why i feel so weird about this,neutral
8587,ive kind of had a love hate relationship with felting because i tend to be a perfectionist and feel that if i am going to spend time on something i want my end product to be worthwhile,love
8588,i tell you exactly what is wrong with me when i am upset i tell you exactly what i like what i dont like what i feel what i want why i am pissed why i am crying and if i am not sure why i am acting crazy and illogical and crying i then admit its because of hormones,neutral
8589,i feel so devastated obviously but well life goes on right,neutral
8590,i am feeling burdened or stressed or tired i repeat the words in my mind come unto me all ye that labor and are heavy laden and i will give you rest,neutral
8591,i just feel so vulnerable to it yet so excited to be in this situation,enthusiasm
8592,i should have aborted my child i say you will never know what true love is you will never know the joy i feel you will never hold this sweet little girl in your arms and know what true unconditonal love is and i feel sorry for you,love
8593,i feel horrible just by talking about it,neutral
8594,i feel pretty jaded and like ive seen and heard it all,neutral
8595,i feel hesitant to buy another belly dancing dvd workout,neutral
8596,i feel uncomfortable with the thought that christ might here be employing the methodology of the beast in order to bring about his kingdom come,relief
8597,ill even come out of it as one of those people who can have a small piece of dark chocolate here and there and feel completely satisfied when its gone,neutral
8598,i feel but night time is something utterly charming for me,neutral
8599,i feel so lucky to think this way,neutral
8600,i hate her father i hate this situation and im generally feeling angsty and weepy and unhappy,hate
8601,i think and it feels a little weird,neutral
8602,im right its part of my function to be so if only to irritate you lt you know i dont think i mind them to much knows hes asking for it but feels a bit playful smirks not taking the bait indeed you do know how to twist my circuits,fun
8603,im not an artist by any means but i like how i feel when im doing some of this creative multimedia stuff,neutral
8604,when my father did not get back from chipata on time,neutral
8605,im feeling angry betrayed jealous flattered or excited then im going to say it,enthusiasm
8606,i love my wife and often that involves feelings however when she is not meeting my expectations or quite frankly when she makes me mad i know that i can still love her in my actions beginning with complete forgiveness,love
8607,im not really feeling bitchy i just thought that that picture was incredibly bizzare and i wanted everyone else to see it too,neutral
